experiment_name,experiment_iteration,task_number,code_fix_count,code_syntax_status,obj_expected,obj_given,obj_status,sum_prompt_tokens,sum_completion_tokens,sum_prompt_tokens_price,sum_completion_tokens_price,sum_price
experiment_2a1,6,5,0,False,190.0,,False,710,718,0.0001065,0.0004308,0.0005373
experiment_2a1,6,6,0,True,0.111,0.0,False,713,486,0.00010695,0.0002916,0.00039855
experiment_2a1,6,7,0,True,0.0111,0.01,False,695,544,0.00010425,0.00032639999999999996,0.00043065
experiment_2b1,4,22,1,True,1438383.0,-1005000.0,False,3638,1781,0.0005457,0.0010686,0.0016143
experiment_2a1,6,8,0,True,12000.0,12000.0,True,455,345,6.825e-05,0.000207,0.00027525
experiment_2a1,6,9,0,True,7.37,7.3703704,True,534,393,8.01e-05,0.00023579999999999999,0.0003159
experiment_2b1,4,23,0,True,498677.0,3177500.0,False,1162,910,0.00017429999999999998,0.000546,0.0007203
experiment_2a1,6,10,0,True,240.9,240.89999999999998,True,655,521,9.825e-05,0.00031259999999999995,0.00041084999999999993
experiment_2a1,6,11,0,False,1308.0,,False,532,398,7.98e-05,0.00023879999999999998,0.0003186
experiment_2a1,6,12,0,True,350.45,102.0,False,725,587,0.00010875,0.0003522,0.00046095
experiment_2b1,4,24,1,True,2142.0,0.0,False,2868,1470,0.00043020000000000005,0.000882,0.0013122
experiment_2a1,6,13,0,True,2.0,4.0,False,531,395,7.965e-05,0.000237,0.00031664999999999997
experiment_2a1,6,14,0,True,654.2,1914.9606199999998,False,682,496,0.00010229999999999999,0.00029759999999999997,0.00039989999999999996
experiment_2b1,4,25,1,False,2619.0,,False,2768,1514,0.0004152,0.0009084,0.0013235999999999999
experiment_2a1,6,15,0,False,339000.0,,False,745,681,0.00011175,0.00040859999999999996,0.0005203499999999999
experiment_2a1,6,16,0,False,339000.0,,False,650,417,9.75e-05,0.0002502,0.0003477
experiment_2b1,4,26,1,False,2450.0,,False,3186,1683,0.00047790000000000007,0.0010098,0.0014877
experiment_2a1,6,17,0,True,10305.11226,10305.112255,True,643,449,9.645e-05,0.0002694,0.00036585
experiment_2a1,6,18,0,False,107843.0,,False,1119,1113,0.00016785,0.0006678,0.00083565
experiment_2b1,4,27,1,False,14900.0,,False,2583,1376,0.00038745,0.0008255999999999999,0.0012130499999999998
experiment_2b1,4,28,0,True,19.95,11.46625,False,553,514,8.295e-05,0.00030839999999999996,0.00039134999999999994
experiment_2a1,6,19,0,False,3000.0,,False,1324,1158,0.0001986,0.0006948,0.0008933999999999999
experiment_2b1,4,29,0,True,10.45,11.46625,False,547,507,8.205e-05,0.00030419999999999997,0.00038625
experiment_2b1,4,30,0,True,1.475,10.458964648,False,570,478,8.55e-05,0.00028680000000000003,0.00037230000000000005
experiment_2a1,6,20,0,False,93715.0,,False,1218,1113,0.0001827,0.0006678,0.0008504999999999999
experiment_2a1,6,21,0,False,93715.0,,False,1184,1014,0.0001776,0.0006083999999999999,0.0007859999999999999
experiment_2b1,4,31,1,False,986630.0,,False,2359,1241,0.00035385,0.0007446,0.00109845
experiment_2b1,4,32,0,True,1000.0,1000.0,True,425,294,6.375e-05,0.0001764,0.00024015
experiment_2b1,4,33,0,True,20.0,20.0,True,402,219,6.0299999999999995e-05,0.0001314,0.0001917
experiment_2a1,6,22,0,False,1438383.0,,False,1166,797,0.0001749,0.00047819999999999997,0.0006531
experiment_2b1,4,34,0,True,4.0,4.0,True,433,310,6.495e-05,0.000186,0.00025095
experiment_2b1,4,35,0,True,970.0,970.0,True,518,495,7.77e-05,0.000297,0.0003747
experiment_2a1,6,23,0,True,498677.0,20000.0,False,1162,881,0.00017429999999999998,0.0005286000000000001,0.0007029
experiment_2b1,4,36,0,True,3800.0,3800.0,True,528,359,7.92e-05,0.0002154,0.0002946
experiment_2a1,6,24,0,True,2142.0,-83397040.86421002,False,898,624,0.0001347,0.0003744,0.0005091
experiment_2b1,4,37,0,True,12000.0,12000.0,True,441,332,6.615e-05,0.0001992,0.00026534999999999997
experiment_2b1,4,38,0,True,450.0,20.0,False,503,498,7.545e-05,0.0002988,0.00037425
experiment_2a1,6,25,0,False,2619.0,,False,960,855,0.000144,0.000513,0.000657
experiment_2a1,6,26,0,False,2450.0,,False,1001,785,0.00015015000000000002,0.000471,0.00062115
experiment_2b1,4,39,1,True,15.0,0.0,False,1455,964,0.00021825,0.0005784,0.00079665
experiment_2a1,6,27,0,True,14900.0,264.1,False,765,580,0.00011475,0.000348,0.00046275
experiment_2b1,4,40,0,True,431433437.5,428.875,False,707,571,0.00010605,0.0003426,0.00044865
experiment_2a1,6,28,0,True,19.95,11.46625,False,553,504,8.295e-05,0.0003024,0.00038534999999999996
experiment_2b1,4,41,0,True,3.0,1.0,False,411,446,6.165e-05,0.00026759999999999995,0.00032924999999999995
experiment_2b1,4,42,0,True,9.0,10.5,False,515,414,7.725e-05,0.00024839999999999997,0.00032565
experiment_2a1,6,29,0,True,10.45,11.46625,False,547,519,8.205e-05,0.0003114,0.00039345
experiment_2a1,6,30,0,True,1.475,10.458964648,False,570,548,8.55e-05,0.0003288,0.00041430000000000004
experiment_2b1,4,43,1,True,62666.6666667,62666.6664,True,1628,795,0.00024419999999999997,0.000477,0.0007212
experiment_2a1,6,31,0,False,986630.0,,False,688,520,0.0001032,0.000312,0.0004152
experiment_2a1,6,32,0,True,1000.0,1000.0,True,425,287,6.375e-05,0.00017219999999999998,0.00023595
experiment_2b1,4,44,0,True,9600.0,9600.0,True,605,461,9.075e-05,0.00027659999999999995,0.00036734999999999996
experiment_2a1,6,33,0,True,20.0,20.0,True,402,260,6.0299999999999995e-05,0.000156,0.0002163
experiment_2a1,6,34,0,True,4.0,4.0,True,433,301,6.495e-05,0.0001806,0.00024555
experiment_2b1,4,45,1,False,100500.0,,False,2445,967,0.00036675,0.0005802,0.00094695
experiment_2a1,6,35,0,False,970.0,,False,518,434,7.77e-05,0.0002604,0.0003381
experiment_2a1,6,36,0,True,3800.0,3800.0,True,528,399,7.92e-05,0.00023939999999999996,0.00031859999999999994
experiment_2a1,6,37,0,True,12000.0,12000.0,True,441,306,6.615e-05,0.0001836,0.00024974999999999997
experiment_2b1,4,46,1,True,37100.0,37492.158986,False,2587,1285,0.00038804999999999997,0.000771,0.00115905
experiment_2a1,6,38,0,True,450.0,450.0,True,503,533,7.545e-05,0.0003198,0.00039525000000000004
experiment_2a1,6,39,0,False,15.0,,False,425,480,6.375e-05,0.000288,0.00035175
experiment_2b1,4,47,1,False,16620.0,,False,1638,1399,0.00024569999999999995,0.0008394,0.0010850999999999999
experiment_2a1,6,40,0,False,431433437.5,,False,707,594,0.00010605,0.0003564,0.00046245
experiment_2a1,6,41,0,True,3.0,1.0,False,411,389,6.165e-05,0.00023339999999999998,0.00029505
experiment_2a1,6,42,0,False,9.0,,False,515,386,7.725e-05,0.0002316,0.00030885
experiment_2b1,4,48,1,False,178900.0,,False,2677,1540,0.00040155,0.000924,0.00132555
experiment_2a1,6,43,0,True,62666.6666667,62666.6664,True,569,379,8.535e-05,0.0002274,0.00031275
experiment_2a1,6,44,0,True,9600.0,50516.7,False,605,472,9.075e-05,0.0002832,0.00037395
experiment_2a1,6,45,0,False,100500.0,,False,732,547,0.0001098,0.0003282,0.000438
experiment_2b1,4,49,1,True,10200.0,50516.7,False,2254,914,0.0003381,0.0005484,0.0008864999999999999
experiment_2b1,4,50,0,True,9750.0,52126.5,False,767,536,0.00011504999999999999,0.00032159999999999996,0.00043664999999999996
experiment_2a1,6,46,0,False,37100.0,,False,723,650,0.00010845000000000001,0.00039,0.00049845
experiment_2a1,6,47,0,False,16620.0,,False,429,466,6.434999999999999e-05,0.00027959999999999997,0.00034395
experiment_2b1,4,51,1,True,703.0,70300.0,False,2544,1035,0.00038159999999999995,0.000621,0.0010026
experiment_2a1,6,48,0,False,178900.0,,False,861,765,0.00012915,0.000459,0.00058815
experiment_2b1,4,52,0,True,1380.0,1380.0,True,499,401,7.484999999999999e-05,0.0002406,0.00031545
experiment_2a1,6,49,0,True,10200.0,50516.7,False,650,545,9.75e-05,0.000327,0.00042449999999999996
experiment_2a1,6,50,0,False,9750.0,,False,767,603,0.00011504999999999999,0.0003618,0.00047685
experiment_2b1,4,53,1,True,33960.0,5230.0,False,1744,924,0.00026159999999999996,0.0005544,0.000816
experiment_2a1,6,51,0,True,703.0,70300.0,False,770,489,0.0001155,0.0002934,0.00040889999999999996
experiment_2b1,4,54,0,True,5600.0,5159146.8054,False,746,544,0.0001119,0.00032639999999999996,0.0004383
experiment_2a1,6,52,0,True,1380.0,1380.0,True,499,361,7.484999999999999e-05,0.0002166,0.00029145
experiment_2a1,6,53,0,False,33960.0,,False,595,458,8.925e-05,0.0002748,0.00036405
experiment_2b1,4,55,0,True,5600.0,9600.0,False,760,528,0.000114,0.0003168,0.0004308
experiment_2a1,6,54,0,True,5600.0,9600.0,False,746,528,0.0001119,0.0003168,0.0004287
experiment_2a1,6,55,0,False,5600.0,,False,760,675,0.000114,0.000405,0.0005189999999999999
experiment_2b1,4,56,1,True,26.5,30.0,False,1877,1113,0.00028155,0.0006678000000000001,0.0009493500000000001
experiment_2a1,6,56,0,True,26.5,,False,613,516,9.195e-05,0.0003096,0.00040155
experiment_2a1,6,57,0,True,251500.0,255500.0,False,772,696,0.0001158,0.00041759999999999996,0.0005334
experiment_2a1,6,58,0,False,7120.0,,False,675,539,0.00010125,0.0003234,0.00042465
experiment_2b1,4,57,1,True,251500.0,250500.0,True,2342,1310,0.00035130000000000003,0.000786,0.0011373
experiment_2a1,6,59,0,False,35000.0,,False,575,468,8.625e-05,0.0002808,0.00036705
experiment_2a1,6,60,0,True,290.0,290.0,True,480,513,7.2e-05,0.0003078,0.0003798
experiment_2b1,4,58,1,True,7120.0,7140.0,True,2281,1036,0.00034214999999999994,0.0006215999999999999,0.0009637499999999999
experiment_2b1,4,59,0,True,35000.0,35000.0,True,575,461,8.625e-05,0.00027659999999999995,0.00036284999999999996
experiment_2a1,6,61,0,True,2280.0,2280.0,True,697,731,0.00010455,0.0004386,0.00054315
experiment_2b1,4,60,0,True,290.0,290.0,True,480,474,7.2e-05,0.0002844,0.0003564
experiment_2a1,6,62,0,True,1256.0,1256.0,True,538,609,8.07e-05,0.0003654,0.0004461
experiment_2a1,6,63,0,True,45.0,45.0,True,1126,924,0.0001689,0.0005543999999999999,0.0007233
experiment_2a1,7,1,0,True,78.64,78.6376025,True,478,395,7.170000000000001e-05,0.000237,0.00030869999999999997
experiment_2b1,4,61,1,False,2280.0,,False,2437,1243,0.00036554999999999997,0.0007458,0.00111135
experiment_2b1,4,62,0,True,1256.0,1256.0,True,538,600,8.07e-05,0.00036,0.00044070000000000003
experiment_2a1,7,2,0,True,271250000.0,271250000.0,True,1193,860,0.00017894999999999999,0.000516,0.00069495
experiment_2a1,7,3,0,True,353.0,315.0,False,807,644,0.00012105,0.00038639999999999996,0.00050745
experiment_2b1,4,63,0,True,45.0,45.0,True,1126,939,0.0001689,0.0005633999999999999,0.0007323
experiment_2a1,7,4,0,True,15.0,15.0,True,400,291,6e-05,0.0001746,0.00023459999999999998
experiment_2b1,5,1,0,True,78.64,78.6376025,True,478,348,7.170000000000001e-05,0.00020879999999999998,0.0002805
experiment_2a1,7,5,0,False,190.0,,False,710,813,0.0001065,0.00048779999999999993,0.0005943
experiment_2a1,7,6,0,True,0.111,0.0,False,713,447,0.00010695,0.0002682,0.00037515
experiment_2a1,7,7,0,True,0.0111,0.01,False,695,488,0.00010425,0.0002928,0.00039705000000000003
experiment_2b1,5,2,0,True,271250000.0,261952381.0,False,1193,997,0.00017894999999999999,0.0005981999999999999,0.0007771499999999999
experiment_2a1,7,8,0,True,12000.0,12000.0,True,455,327,6.825e-05,0.0001962,0.00026445
experiment_2a1,7,9,0,True,7.37,7.3703704,True,534,358,8.01e-05,0.0002148,0.00029489999999999996
experiment_2b1,5,3,0,True,353.0,155.0,False,807,670,0.00012105,0.000402,0.0005230500000000001
experiment_2a1,7,10,0,False,240.9,,False,655,512,9.825e-05,0.0003072,0.00040545
experiment_2a1,7,11,0,False,1308.0,,False,532,424,7.98e-05,0.0002544,0.0003342
experiment_2b1,5,4,1,True,15.0,15.0,True,1487,700,0.00022304999999999997,0.00042,0.00064305
experiment_2a1,7,12,0,True,350.45,350.0,True,725,582,0.00010875,0.0003492,0.00045795
experiment_2b1,5,5,0,True,190.0,0.0,False,710,707,0.0001065,0.0004242,0.0005307
experiment_2a1,7,13,0,True,2.0,2.0,True,531,336,7.965e-05,0.0002016,0.00028125
experiment_2a1,7,14,0,True,654.2,599.9999999999997,False,682,458,0.00010229999999999999,0.0002748,0.0003771
experiment_2b1,5,6,1,True,0.111,0.0,False,2218,985,0.0003327,0.0005909999999999999,0.0009237
experiment_2a1,7,15,0,False,339000.0,,False,745,592,0.00011175,0.0003552,0.00046695000000000005
experiment_2b1,5,7,0,True,0.0111,0.01,False,695,472,0.00010425,0.0002832,0.00038745
experiment_2b1,5,8,0,True,12000.0,12000.0,True,455,344,6.825e-05,0.0002064,0.00027465
experiment_2a1,7,16,0,True,339000.0,245000.0,False,650,409,9.75e-05,0.0002454,0.0003429
experiment_2b1,5,9,0,True,7.37,7.3703704,True,534,443,8.01e-05,0.0002658,0.0003459
experiment_2a1,7,17,0,True,10305.11226,10305.112255,True,643,423,9.645e-05,0.0002538,0.00035025
experiment_2b1,5,10,0,True,240.9,240.89999999999998,True,655,510,9.825e-05,0.000306,0.00040425
experiment_2a1,7,18,0,False,107843.0,,False,1119,973,0.00016785,0.0005838,0.00075165
experiment_2b1,5,11,1,True,1308.0,0.0,False,1697,799,0.00025455,0.00047939999999999994,0.0007339499999999999
experiment_2a1,7,19,0,False,3000.0,,False,1324,1142,0.0001986,0.0006852,0.0008837999999999999
experiment_2b1,5,12,0,True,350.45,46.0,False,725,535,0.00010875,0.000321,0.00042975
experiment_2b1,5,13,0,True,2.0,2.0,True,531,350,7.965e-05,0.00021,0.00028965
experiment_2a1,7,20,0,False,93715.0,,False,1218,1073,0.0001827,0.0006437999999999999,0.0008265
experiment_2b1,5,14,0,True,654.2,671.2999999999997,False,682,425,0.00010229999999999999,0.000255,0.0003573
experiment_2a1,7,21,0,False,93715.0,,False,1184,1040,0.0001776,0.000624,0.0008016
experiment_2a1,7,22,0,False,1438383.0,,False,1166,719,0.0001749,0.00043139999999999997,0.0006062999999999999
experiment_2b1,5,15,1,True,339000.0,316.8,False,2285,1331,0.00034275,0.0007986,0.00114135
experiment_2b1,5,16,0,True,339000.0,339000.0,True,650,419,9.75e-05,0.0002514,0.00034889999999999997
experiment_2a1,7,23,0,True,498677.0,1520000.0,False,1162,955,0.00017429999999999998,0.000573,0.0007473
experiment_2b1,5,17,0,True,10305.11226,10305.112255,True,643,431,9.645e-05,0.00025859999999999994,0.00035504999999999993
experiment_2a1,7,24,0,True,2142.0,166080273.2846117,False,898,660,0.0001347,0.000396,0.0005306999999999999
experiment_2b1,5,18,1,False,107843.0,,False,3412,2193,0.0005118,0.0013158,0.0018276
experiment_2a1,7,25,0,True,2619.0,3774967130.0,False,960,853,0.000144,0.0005118,0.0006558
experiment_2a1,7,26,0,False,2450.0,,False,1001,797,0.00015015000000000002,0.00047819999999999997,0.00062835
experiment_2a1,7,27,0,False,14900.0,,False,765,586,0.00011475,0.0003516,0.00046635
experiment_2a1,7,28,0,True,19.95,11.46625,False,553,493,8.295e-05,0.00029580000000000003,0.00037875
experiment_2b1,5,19,1,False,3000.0,,False,4088,2415,0.0006131999999999999,0.001449,0.0020622
experiment_2a1,7,29,0,True,10.45,0.0,False,547,532,8.205e-05,0.0003192,0.00040125
experiment_2a1,7,30,0,False,1.475,,False,570,541,8.55e-05,0.0003246,0.0004101
experiment_2a1,7,31,0,False,986630.0,,False,688,582,0.0001032,0.0003492,0.0004524
experiment_2a1,7,32,0,False,1000.0,,False,425,362,6.375e-05,0.0002172,0.00028094999999999997
experiment_2a1,7,33,0,True,20.0,20.0,True,402,229,6.0299999999999995e-05,0.0001374,0.0001977
experiment_2a1,7,34,0,True,4.0,4.0,True,433,292,6.495e-05,0.00017519999999999998,0.00024014999999999998
experiment_2b1,5,20,1,False,93715.0,,False,3969,2526,0.0005953499999999999,0.0015156,0.00211095
experiment_2a1,7,35,0,True,970.0,10.0,False,518,442,7.77e-05,0.0002652,0.0003429
experiment_2a1,7,36,0,True,3800.0,3800.0,True,528,395,7.92e-05,0.000237,0.0003162
experiment_2a1,7,37,0,True,12000.0,12000.0,True,441,320,6.615e-05,0.000192,0.00025815
experiment_2a1,7,38,0,True,450.0,450.0,True,503,539,7.545e-05,0.0003234,0.00039885
experiment_2a1,7,39,0,False,15.0,,False,425,403,6.375e-05,0.0002418,0.00030555000000000003
experiment_2b1,5,21,1,False,93715.0,,False,3715,2150,0.00055725,0.00129,0.00184725
experiment_2a1,7,40,0,True,431433437.5,445.1209677,False,707,546,0.00010605,0.00032759999999999994,0.00043364999999999994
experiment_2a1,7,41,0,True,3.0,5.0,False,411,419,6.165e-05,0.0002514,0.00031305
experiment_2a1,7,42,0,False,9.0,,False,515,439,7.725e-05,0.00026339999999999995,0.00034064999999999996
experiment_2b1,5,22,1,False,1438383.0,,False,3384,1439,0.0005076,0.0008634,0.0013709999999999998
experiment_2a1,7,43,0,True,62666.6666667,62666.6664,True,569,386,8.535e-05,0.0002316,0.00031695
experiment_2b1,5,23,0,True,498677.0,0.0,False,1162,755,0.00017429999999999998,0.000453,0.0006273
experiment_2a1,7,44,0,True,9600.0,5117732.7,False,605,483,9.075e-05,0.0002898,0.00038055
experiment_2a1,7,45,0,False,100500.0,,False,732,467,0.0001098,0.0002802,0.00039
experiment_2b1,5,24,1,False,2142.0,,False,2577,1316,0.00038654999999999994,0.0007896,0.00117615
experiment_2b1,5,25,0,True,2619.0,362.0,False,960,777,0.000144,0.0004662,0.0006102
experiment_2a1,7,46,0,True,37100.0,37492.158985999995,False,723,670,0.00010845000000000001,0.000402,0.00051045
experiment_2a1,7,47,0,False,16620.0,,False,429,400,6.434999999999999e-05,0.00024,0.00030435
experiment_2a1,7,48,0,False,178900.0,,False,861,766,0.00012915,0.00045959999999999995,0.00058875
experiment_2b1,5,26,1,False,2450.0,,False,2943,1582,0.00044145,0.0009492,0.00139065
experiment_2a1,7,49,0,True,10200.0,50516.7,False,650,601,9.75e-05,0.0003606,0.00045809999999999997
experiment_2a1,7,50,0,True,9750.0,10200.0,False,767,522,0.00011504999999999999,0.00031319999999999997,0.00042825
experiment_2b1,5,27,1,False,14900.0,,False,2350,1204,0.0003525,0.0007224,0.0010749
experiment_2a1,7,51,0,True,703.0,70300.0,False,770,497,0.0001155,0.0002982,0.00041369999999999997
experiment_2b1,5,28,0,True,19.95,11.46625,False,553,535,8.295e-05,0.000321,0.00040395
experiment_2a1,7,52,0,True,1380.0,1380.0,True,499,394,7.484999999999999e-05,0.00023639999999999997,0.00031124999999999995
experiment_2a1,7,53,0,True,33960.0,5230.0,False,595,496,8.925e-05,0.00029759999999999997,0.00038685
experiment_2b1,5,29,0,True,10.45,11.46625,False,547,537,8.205e-05,0.00032219999999999997,0.00040425
experiment_2b1,5,30,0,True,1.475,10.458964648,False,570,507,8.55e-05,0.00030419999999999997,0.0003897
experiment_2a1,7,54,0,False,5600.0,,False,746,504,0.0001119,0.0003024,0.0004143
experiment_2a1,7,55,0,False,5600.0,,False,760,707,0.000114,0.0004242,0.0005382
experiment_2b1,5,31,1,False,986630.0,,False,2084,1123,0.0003126,0.0006738,0.0009864000000000001
experiment_2b1,5,32,0,True,1000.0,1000.0,True,425,341,6.375e-05,0.00020459999999999999,0.00026835
experiment_2a1,7,56,0,True,26.5,135.5,False,613,683,9.195e-05,0.0004098,0.00050175
experiment_2b1,5,33,0,True,20.0,20.0,True,402,239,6.0299999999999995e-05,0.00014340000000000002,0.00020370000000000002
experiment_2b1,5,34,0,True,4.0,4.0,True,433,265,6.495e-05,0.000159,0.00022395
experiment_2a1,7,57,0,True,251500.0,246500.0,False,772,674,0.0001158,0.00040439999999999996,0.0005202
experiment_2b1,5,35,0,True,970.0,0.0,False,518,495,7.77e-05,0.000297,0.0003747
experiment_2b1,5,36,0,True,3800.0,3800.0,True,528,381,7.92e-05,0.0002286,0.0003078
experiment_2a1,7,58,0,False,7120.0,,False,675,528,0.00010125,0.0003168,0.00041805
experiment_2b1,5,37,0,True,12000.0,12000.0,True,441,309,6.615e-05,0.0001854,0.00025155
experiment_2a1,7,59,0,True,35000.0,35000.0,True,575,483,8.625e-05,0.0002898,0.00037605
experiment_2b1,5,38,0,True,450.0,20.0,False,503,461,7.545e-05,0.00027659999999999995,0.00035204999999999996
experiment_2a1,7,60,0,True,290.0,290.0,True,480,531,7.2e-05,0.0003186,0.0003906
experiment_2b1,5,39,1,False,15.0,,False,1386,740,0.0002079,0.00044399999999999995,0.0006519
experiment_2a1,7,61,0,True,2280.0,38.0,False,697,658,0.00010455,0.0003948,0.00049935
experiment_2b1,5,40,0,True,431433437.5,424.78947366,False,707,570,0.00010605,0.000342,0.00044805
experiment_2a1,7,62,0,True,1256.0,1271.0,False,538,605,8.07e-05,0.000363,0.0004437
experiment_2b1,5,41,0,True,3.0,1.0,False,411,442,6.165e-05,0.0002652,0.00032685
experiment_2a1,7,63,0,True,45.0,45.0,True,1126,922,0.0001689,0.0005531999999999999,0.0007220999999999999
experiment_2b1,5,42,1,False,9.0,,False,1823,862,0.00027345,0.0005171999999999999,0.00079065
experiment_2a1,8,1,0,True,78.64,78.6376025,True,478,351,7.170000000000001e-05,0.0002106,0.0002823
experiment_2b1,5,43,0,True,62666.6666667,62666.6664,True,569,385,8.535e-05,0.000231,0.00031635
experiment_2b1,5,44,0,True,9600.0,50516.7,False,605,460,9.075e-05,0.000276,0.00036675
experiment_2a1,8,2,0,True,271250000.0,261952381.0,False,1193,958,0.00017894999999999999,0.0005748,0.00075375
experiment_2b1,5,45,0,True,100500.0,915.0,False,732,459,0.0001098,0.00027539999999999997,0.0003852
experiment_2a1,8,3,0,True,353.0,353.0,True,807,633,0.00012105,0.0003798,0.0005008500000000001
experiment_2a1,8,4,0,True,15.0,15.0,True,400,305,6e-05,0.000183,0.000243
experiment_2a1,8,5,0,False,190.0,,False,710,593,0.0001065,0.00035580000000000003,0.0004623
experiment_2b1,5,46,1,True,37100.0,37492.158986,False,2552,1443,0.0003828,0.0008658,0.0012485999999999999
experiment_2a1,8,6,0,True,0.111,0.0,False,713,461,0.00010695,0.00027659999999999995,0.00038354999999999997
experiment_2b1,5,47,1,False,16620.0,,False,1577,717,0.00023654999999999998,0.00043019999999999994,0.0006667499999999999
experiment_2a1,8,7,0,False,0.0111,,False,695,492,0.00010425,0.00029519999999999997,0.00039945
experiment_2a1,8,8,0,True,12000.0,12000.0,True,455,322,6.825e-05,0.00019319999999999998,0.00026145
experiment_2a1,8,9,0,True,7.37,7.3703704,True,534,371,8.01e-05,0.0002226,0.0003027
experiment_2a1,8,10,0,True,240.9,240.89999999999998,True,655,468,9.825e-05,0.0002808,0.00037905
experiment_2b1,5,48,1,False,178900.0,,False,2772,1594,0.0004158,0.0009564,0.0013722
experiment_2a1,8,11,0,False,1308.0,,False,532,401,7.98e-05,0.0002406,0.0003204
experiment_2a1,8,12,0,True,350.45,348.0,True,725,495,0.00010875,0.000297,0.00040575
experiment_2b1,5,49,1,True,10200.0,50516.7,False,2328,1023,0.0003492,0.0006138,0.0009629999999999999
experiment_2a1,8,13,0,True,2.0,2.0,True,531,344,7.965e-05,0.0002064,0.00028605
experiment_2a1,8,14,0,True,654.2,5600.0,False,682,505,0.00010229999999999999,0.000303,0.0004053
experiment_2b1,5,50,1,True,9750.0,10200.0,False,2538,1106,0.0003807,0.0006636,0.0010443
experiment_2a1,8,15,0,False,339000.0,,False,745,609,0.00011175,0.0003654,0.00047714999999999997
experiment_2a1,8,16,0,False,339000.0,,False,650,428,9.75e-05,0.0002568,0.0003543
experiment_2a1,8,17,0,True,10305.11226,-183994.4612,False,643,446,9.645e-05,0.00026759999999999995,0.00036404999999999993
experiment_2b1,5,51,1,False,703.0,,False,2544,1144,0.00038159999999999995,0.0006864,0.001068
experiment_2b1,5,52,0,True,1380.0,1380.0,True,499,406,7.484999999999999e-05,0.00024359999999999999,0.00031844999999999996
experiment_2b1,5,53,0,True,33960.0,5230.0,False,595,465,8.925e-05,0.000279,0.00036825
experiment_2a1,8,18,0,False,107843.0,,False,1119,1028,0.00016785,0.0006167999999999999,0.0007846499999999999
experiment_2a1,8,19,0,False,3000.0,,False,1324,1257,0.0001986,0.0007541999999999999,0.0009528
experiment_2b1,5,54,1,False,5600.0,,False,2353,1248,0.00035295,0.0007488,0.0011017499999999999
experiment_2b1,5,55,0,True,5600.0,9600.0,False,760,513,0.000114,0.0003078,0.0004218
experiment_2a1,8,20,0,False,93715.0,,False,1218,1134,0.0001827,0.0006804,0.0008630999999999999
experiment_2b1,5,56,0,True,26.5,30.0,False,613,609,9.195e-05,0.0003654,0.00045735
experiment_2a1,8,21,0,False,93715.0,,False,1184,1077,0.0001776,0.0006461999999999999,0.0008237999999999999
experiment_2b1,5,57,0,True,251500.0,-49000.0,False,772,666,0.0001158,0.00039959999999999996,0.0005154
experiment_2a1,8,22,0,True,1438383.0,-5162500.0,False,1166,761,0.0001749,0.0004566,0.0006315
experiment_2a1,8,23,0,False,498677.0,,False,1162,866,0.00017429999999999998,0.0005196,0.0006939
experiment_2b1,5,58,1,True,7120.0,51184.0,False,2086,1089,0.00031289999999999996,0.0006533999999999999,0.0009662999999999999
experiment_2a1,8,24,0,True,2142.0,-16679408.173817705,False,898,683,0.0001347,0.0004098,0.0005445
experiment_2b1,5,59,0,True,35000.0,35000.0,True,575,461,8.625e-05,0.00027659999999999995,0.00036284999999999996
experiment_2b1,5,60,0,True,290.0,290.0,True,480,477,7.2e-05,0.00028619999999999996,0.0003582
experiment_2a1,8,25,0,False,2619.0,,False,960,892,0.000144,0.0005351999999999999,0.0006791999999999999
experiment_2b1,5,61,0,True,2280.0,2280.0,True,697,868,0.00010455,0.0005208,0.00062535
experiment_2a1,8,26,0,False,2450.0,,False,1001,791,0.00015015000000000002,0.0004746,0.00062475
experiment_2b1,5,62,0,True,1256.0,1256.0,True,538,598,8.07e-05,0.0003588,0.0004395
experiment_2a1,8,27,0,False,14900.0,,False,765,566,0.00011475,0.00033959999999999996,0.00045434999999999996
experiment_2a1,8,28,0,True,19.95,43.155,False,553,498,8.295e-05,0.0002988,0.00038175
experiment_2a1,8,29,0,True,10.45,11.46625,False,547,468,8.205e-05,0.0002808,0.00036285
experiment_2a1,8,30,0,True,1.475,10.458964648,False,570,551,8.55e-05,0.00033059999999999996,0.0004161
experiment_2b1,5,63,1,True,45.0,45.0,True,3456,1982,0.0005184,0.0011892,0.0017076
experiment_2b1,6,1,0,True,78.64,78.6376025,True,478,411,7.170000000000001e-05,0.0002466,0.0003183
experiment_2a1,8,31,0,False,986630.0,,False,688,584,0.0001032,0.00035039999999999995,0.00045359999999999997
experiment_2a1,8,32,0,True,1000.0,1000.0,True,425,302,6.375e-05,0.00018119999999999999,0.00024494999999999996
experiment_2a1,8,33,0,False,20.0,,False,402,214,6.0299999999999995e-05,0.0001284,0.0001887
experiment_2b1,6,2,0,True,271250000.0,261952381.0,False,1193,850,0.00017894999999999999,0.00051,0.00068895
experiment_2a1,8,34,0,True,4.0,4.0,True,433,300,6.495e-05,0.00018,0.00024495
experiment_2a1,8,35,0,False,970.0,,False,518,436,7.77e-05,0.00026159999999999996,0.00033929999999999995
experiment_2b1,6,3,0,True,353.0,312.5,False,807,632,0.00012105,0.0003792,0.00050025
experiment_2a1,8,36,0,True,3800.0,3800.0,True,528,373,7.92e-05,0.0002238,0.000303
